PC1	PC2	PC3	Population	Sample
0.0304462	-0.00250767	0.000987424	ACB	HG02554
0.02996	-0.0027605	0.000923658	ACB	HG02555
0.0325239	-0.00359704	0.000214202	ACB	HG02557
0.0302779	-0.00259324	0.00129565	ACB	HG02558
0.0331503	-0.00450596	0.000286272	GWD	HG02561
0.034379	-0.00536332	0.000429257	GWD	HG02562
0.0331713	-0.00468381	0.000172998	GWD	HG02568
0.0342104	-0.00504445	-0.000395254	GWD	HG02570
0.033972	-0.00544779	-0.000468174	GWD	HG02571
0.0336149	-0.00490782	-0.0000130072	GWD	HG02573
0.0329515	-0.00404702	0.000524673	GWD	HG02574
0.0254593	0.00112135	0.00151293	ACB	HG02577
0.0286456	-0.00160706	0.00130569	ACB	HG02580
0.0338349	-0.00490891	0.00010364	GWD	HG02582
0.0340893	-0.00537383	-0.000160568	GWD	HG02583
0.0344589	-0.00547619	0.0000375749	GWD	HG02585
0.0339177	-0.00513969	-0.0000415624	GWD	HG02586
0.0337276	-0.00510823	-0.000312863	GWD	HG02588
0.0337896	-0.00525148	0.00121511	GWD	HG02589
0.0340234	-0.00519366	0.000636042	GWD	HG02594
0.0342968	-0.00493292	0.000713602	GWD	HG02595
-0.0100374	0.0145248	-0.0233499	PJL	HG02597
-0.0101021	0.00877741	-0.0284003	PJL	HG02600
-0.00982218	0.00971134	-0.0275288	PJL	HG02601
-0.00981101	0.0120322	-0.0246719	PJL	HG02603
-0.00993303	0.0129177	-0.0219101	PJL	HG02604
0.0340066	-0.00484343	-0.000273201	GWD	HG02610
0.0344551	-0.00562838	0.000725457	GWD	HG02611
0.0326605	-0.00440486	0.00012324	GWD	HG02613
0.0323969	-0.00384406	0.00106103	GWD	HG02614
0.0340516	-0.0052445	0.000544695	GWD	HG02620
0.0341529	-0.0051077	0.00033899	GWD	HG02621
0.0345796	-0.00520459	0.00106709	GWD	HG02623
0.0346401	-0.00579412	0.000211784	GWD	HG02624
0.0341536	-0.00554021	-0.000120695	GWD	HG02628
0.034115	-0.00522191	0.00121204	GWD	HG02629
0.0338663	-0.00443277	0.000235124	GWD	HG02634
0.0342513	-0.00492944	0.000812757	GWD	HG02635
0.0338962	-0.00483415	0.000320819	GWD	HG02642
0.0335321	-0.00469321	0.000389371	GWD	HG02643
0.0340423	-0.00517769	-0.000275719	GWD	HG02645
0.034488	-0.005106	0.000621958	GWD	HG02646
-0.00969198	0.0134252	-0.0180663	PJL	HG02648
-0.00976658	0.0139178	-0.0191803	PJL	HG02649
-0.0104557	0.0119889	-0.023246	PJL	HG02651
-0.00994368	0.0123032	-0.0235334	PJL	HG02652
-0.00957671	0.0141378	-0.0212389	PJL	HG02654
-0.00980405	0.0137823	-0.0195053	PJL	HG02655
-0.00983755	0.0104122	-0.0257171	PJL	HG02657
-0.00972392	0.0104316	-0.0237244	PJL	HG02658
-0.010121	0.0119914	-0.0243463	PJL	HG02660
-0.00989267	0.0109314	-0.0245116	PJL	HG02661
0.0343367	-0.00535063	0.000713791	GWD	HG02666
0.0337431	-0.00484444	0.000655266	GWD	HG02667
0.0342048	-0.00509203	0.000411971	GWD	HG02675
0.0335761	-0.00465829	0.000574727	GWD	HG02676
0.0336066	-0.00480347	-0.0000320128	GWD	HG02678
0.0346802	-0.00496742	-0.000615477	GWD	HG02679
-0.00993467	0.0135442	-0.0220124	PJL	HG02681
-0.00968544	0.0135759	-0.0215985	PJL	HG02682
-0.00990939	0.00799978	-0.0312579	PJL	HG02684
-0.010016	0.00803389	-0.0306671	PJL	HG02685
-0.0102629	0.00690078	-0.0318135	PJL	HG02687
-0.0105036	0.00727001	-0.0305044	PJL	HG02688
-0.00966642	0.0137689	-0.0221656	PJL	HG02690
-0.00943672	0.0134873	-0.0216385	PJL	HG02691
-0.00973532	0.0143488	-0.0216131	PJL	HG02694
-0.0101491	0.0100905	-0.0251084	PJL	HG02696
-0.00990486	0.0126625	-0.0215512	PJL	HG02697
-0.00962928	0.0136092	-0.0207045	PJL	HG02699
-0.0100154	0.0124966	-0.021936	PJL	HG02700
0.0332124	-0.00459386	0.000804505	GWD	HG02702
0.0340395	-0.00514403	-0.000124844	GWD	HG02703
0.0339642	-0.0054195	0.00075461	GWD	HG02715
0.0339137	-0.00544966	0.00139758	GWD	HG02716
0.033941	-0.00504248	-0.000525245	GWD	HG02721
0.0342431	-0.00525083	0.000720673	GWD	HG02722
-0.0104143	0.00628868	-0.0317089	PJL	HG02724
-0.0104786	0.00590058	-0.0314879	PJL	HG02725
-0.0102499	0.00637198	-0.0310137	PJL	HG02727
-0.0105078	0.00594261	-0.0316124	PJL	HG02728
-0.00955692	0.0100605	-0.0273493	PJL	HG02731
-0.00985667	0.012414	-0.0243997	PJL	HG02733
-0.00999145	0.0124634	-0.0220774	PJL	HG02734
-0.00979531	0.0121102	-0.0206747	PJL	HG02736
-0.00988695	0.0128367	-0.0217617	PJL	HG02737
0.0341102	-0.00535604	0.00120788	GWD	HG02756
0.0341199	-0.0054735	-0.000243011	GWD	HG02757
0.033994	-0.0052953	0.00028349	GWD	HG02759
0.0338994	-0.00503919	0.000553004	GWD	HG02760
0.0343242	-0.00547227	0.00102327	GWD	HG02763
0.0343912	-0.00554759	-0.000332398	GWD	HG02768
0.0338523	-0.00559405	0.000830592	GWD	HG02769
0.0343941	-0.00519249	0.000336377	GWD	HG02771
0.0345953	-0.00534402	0.000901829	GWD	HG02772
-0.0102291	0.00864794	-0.0281332	PJL	HG02774
-0.0103984	0.00720515	-0.0312077	PJL	HG02775
-0.0103605	0.00685721	-0.0314487	PJL	HG02778
-0.0106575	0.00741015	-0.0307411	PJL	HG02780
-0.0102929	0.00674235	-0.0321264	PJL	HG02783
-0.0101439	0.00798319	-0.0304974	PJL	HG02784
-0.0100098	0.00603583	-0.0322881	PJL	HG02786
-0.0103672	0.0069081	-0.0311615	PJL	HG02787
-0.0101516	0.00682683	-0.0308817	PJL	HG02789
-0.0103758	0.00649458	-0.0298851	PJL	HG02790
-0.0101833	0.00663403	-0.0311059	PJL	HG02792
-0.0103356	0.00605177	-0.0327369	PJL	HG02793
0.0341393	-0.00554175	-0.000612213	GWD	HG02798
0.0338669	-0.00482095	-0.000979556	GWD	HG02799
0.0344108	-0.00527606	0.000645997	GWD	HG02804
0.0347096	-0.00557633	-0.000139821	GWD	HG02805
0.0335178	-0.00472293	0.000505417	GWD	HG02807
0.033633	-0.00493379	0.000775186	GWD	HG02808
0.0313626	-0.00313636	0.00121687	GWD	HG02810
0.0343547	-0.00543957	0.000268887	GWD	HG02811
0.0342586	-0.00551393	0.00106119	GWD	HG02813
0.0341209	-0.00547482	0.000437854	GWD	HG02814
0.033924	-0.00526768	0.000969828	GWD	HG02816
0.0336086	-0.00496107	0.000162685	GWD	HG02817
0.0345031	-0.00546898	0.000502461	GWD	HG02819
0.0344832	-0.00504499	0.000810079	GWD	HG02820
0.0340448	-0.00535635	0.000852103	GWD	HG02836
0.0336018	-0.00525686	0.000771559	GWD	HG02837
0.03385	-0.00478014	-0.0000981545	GWD	HG02839
0.0337418	-0.0046208	0.0000738927	GWD	HG02840
0.0344351	-0.00473948	0.000282024	GWD	HG02851
0.0336739	-0.00434895	0.000190723	GWD	HG02852
0.0345061	-0.00528464	-0.000532618	GWD	HG02854
0.0338292	-0.00526966	0.000135952	GWD	HG02855
0.0338448	-0.00560613	0.000514067	GWD	HG02860
0.0339388	-0.00511111	0.00191253	GWD	HG02861
0.0339557	-0.0049726	-0.000181358	GWD	HG02870
0.033765	-0.00551226	-0.000718706	GWD	HG02878
0.0337545	-0.0049974	-0.000300659	GWD	HG02879
0.0344685	-0.00551309	-0.000551963	GWD	HG02881
0.0339937	-0.00513841	0.00104114	GWD	HG02882
0.0340738	-0.00530237	0.00069421	GWD	HG02884
0.0337115	-0.00513167	0.000328612	GWD	HG02885
0.0345713	-0.0056513	-0.00033804	GWD	HG02887
0.0339445	-0.00466301	-0.000335624	GWD	HG02888
0.0334688	-0.00516809	0.0000133463	GWD	HG02890
0.0341627	-0.00542328	0.0011162	GWD	HG02891
0.0337863	-0.00514339	0.000799016	GWD	HG02895
0.033981	-0.0057511	0.000560403	GWD	HG02896
0.0355132	-0.00617164	-0.000406542	ESN	HG02922
0.0350986	-0.0056151	-0.000296545	ESN	HG02923
0.035227	-0.00579615	0.000934316	ESN	HG02938
0.0351621	-0.00592719	-0.000327937	ESN	HG02941
0.0355557	-0.00573824	-0.000288642	ESN	HG02943
0.035259	-0.00562091	0.000404591	ESN	HG02944
0.0352051	-0.00586174	0.000606019	ESN	HG02946
0.0352612	-0.00611527	0.000540713	ESN	HG02947
0.0353851	-0.00610772	0.00101711	ESN	HG02952
0.0349366	-0.00571806	0.00129828	ESN	HG02953
0.0350237	-0.00570678	0.000279984	ESN	HG02968
0.0354858	-0.00576285	0.00094872	ESN	HG02970
0.0359637	-0.00550438	0.000443558	ESN	HG02971
0.0349962	-0.00559622	0.00072282	ESN	HG02973
0.0352864	-0.00580801	0.000747683	ESN	HG02974
0.0350476	-0.00591901	0.000897684	ESN	HG02976
0.0348407	-0.00562395	0.0008458	ESN	HG02977
0.0353751	-0.00619701	0.00083819	ESN	HG02979
0.0348148	-0.00551938	0.000654253	ESN	HG02981
0.0341151	-0.00522783	0.000818731	GWD	HG02982
0.0340641	-0.00480506	0.000393429	GWD	HG02983
-0.0108758	0.00307006	-0.0293246	BEB	HG03006
-0.0108652	0.00372526	-0.0297795	BEB	HG03007
-0.011099	0.00321604	-0.0277592	BEB	HG03009
-0.0108875	0.00321885	-0.0295916	BEB	HG03012
-0.0106105	0.00697232	-0.0302909	PJL	HG03015
-0.0102931	0.00672893	-0.0306894	PJL	HG03016
-0.0103812	0.0076176	-0.0307771	PJL	HG03018
-0.0103377	0.00634554	-0.032384	PJL	HG03019
-0.0101249	0.00683963	-0.0314733	PJL	HG03021
-0.0101373	0.00857427	-0.0289766	PJL	HG03022
0.0345969	-0.00509815	0.00110696	GWD	HG03024
0.0346936	-0.0055574	0.000880123	GWD	HG03025
0.0342918	-0.00519129	-0.0000185898	GWD	HG03027
0.0341597	-0.00557769	0.000831382	GWD	HG03028
0.0341465	-0.00522014	0.00064718	GWD	HG03039
0.034563	-0.00532954	0.000594513	GWD	HG03040
0.0335162	-0.00536311	-0.000132503	GWD	HG03045
0.0338887	-0.00489689	-0.000931183	GWD	HG03046
0.034146	-0.00512206	0.0018025	GWD	HG03048
0.03428	-0.00521257	0.000571955	GWD	HG03049
0.0351442	-0.00570105	0.000600616	MSL	HG03052
0.0352555	-0.00623942	0.000246262	MSL	HG03054
0.03483	-0.00527979	0.000620539	MSL	HG03055
0.0346467	-0.00525218	0.00116649	MSL	HG03057
0.0352137	-0.00573305	-0.000319249	MSL	HG03058
0.0350539	-0.00582848	0.000780374	MSL	HG03060
0.0348001	-0.00578076	0.000213966	MSL	HG03061
0.0345852	-0.00543821	0.000344704	MSL	HG03063
0.034984	-0.00590352	0.000913101	MSL	HG03064
0.0351985	-0.00558188	0.000498366	MSL	HG03066
0.0349243	-0.00583869	-0.0000582029	MSL	HG03069
0.035156	-0.0054967	0.000168367	MSL	HG03072
0.0345447	-0.00533879	0.0004039	MSL	HG03073
0.0354145	-0.00554495	0.000632638	MSL	HG03074
0.0348391	-0.00589744	0.000136027	MSL	HG03077
0.0351815	-0.00575992	0.000314097	MSL	HG03078
0.0351954	-0.00597167	0.000168876	MSL	HG03079
0.0350546	-0.00550444	0.000286109	MSL	HG03081
0.0348227	-0.00549793	0.000297733	MSL	HG03082
0.0348918	-0.00561747	-0.0000478926	MSL	HG03084
0.0347295	-0.00597206	0.000833754	MSL	HG03085
0.0350085	-0.00567002	0.000552324	MSL	HG03086
0.0350237	-0.00501963	0.0000416627	MSL	HG03088
0.0350154	-0.00548353	0.000431009	MSL	HG03091
0.0347182	-0.00584414	0.00116217	MSL	HG03095
0.0350588	-0.00576089	0.00102822	MSL	HG03096
0.0354046	-0.00549132	0.00201666	MSL	HG03097
0.0353103	-0.00602068	0.000379292	ESN	HG03099
0.0351273	-0.00609877	-0.000100093	ESN	HG03100
0.0351801	-0.00566515	0.000351694	ESN	HG03103
0.0351402	-0.00595649	0.000116819	ESN	HG03105
0.0353834	-0.00602992	0.000553774	ESN	HG03108
0.0353377	-0.00565649	-0.000399369	ESN	HG03109
0.0352175	-0.00606907	-0.000147779	ESN	HG03111
0.035024	-0.00565108	0.0000735959	ESN	HG03112
0.0351038	-0.00580698	0.000378131	ESN	HG03114
0.0352867	-0.00600424	0.00000244629	ESN	HG03115
0.0352411	-0.00590004	-0.000271906	ESN	HG03117
0.035012	-0.00548627	0.000129283	ESN	HG03118
0.035283	-0.00590183	0.000962005	ESN	HG03120
0.0352933	-0.00607587	-0.000476372	ESN	HG03121
0.0351644	-0.00609109	-0.0000726328	ESN	HG03123
0.0353592	-0.00588092	-0.0000858176	ESN	HG03124
0.0350237	-0.00610061	0.000372744	ESN	HG03126
0.0352346	-0.00648616	0.00113816	ESN	HG03127
0.0353114	-0.00551329	0.000893447	ESN	HG03129
0.0352725	-0.00643888	0.00101112	ESN	HG03130
0.035061	-0.00599153	0.000695971	ESN	HG03132
0.0351251	-0.0060973	0.00162204	ESN	HG03133
0.0353246	-0.00616356	0.00065638	ESN	HG03135
0.0350427	-0.00591044	0.000239688	ESN	HG03136
0.0354088	-0.00593418	0.000855435	ESN	HG03139
0.0351177	-0.00552829	0.000505984	ESN	HG03157
0.0351805	-0.00605292	0.000176528	ESN	HG03159
0.0349574	-0.00586273	-0.000131502	ESN	HG03160
0.0352259	-0.00594516	0.000137736	ESN	HG03162
0.0349998	-0.00583135	-0.000132558	ESN	HG03163
0.0355319	-0.00615356	0.000906086	ESN	HG03166
0.0349598	-0.00591191	-0.000641887	ESN	HG03168
0.0354282	-0.00593911	0.000743781	ESN	HG03169
0.0346499	-0.00595149	0.00100931	ESN	HG03172
0.0352091	-0.0057918	0.000396735	ESN	HG03175
0.0351239	-0.00634399	0.000454576	ESN	HG03189
0.0349328	-0.00668594	0.00154849	ESN	HG03190
0.0349126	-0.00591486	0.000533226	ESN	HG03193
0.035173	-0.00563751	-0.000671531	ESN	HG03195
0.0353171	-0.00519716	0.000298681	ESN	HG03196
0.0352062	-0.00568775	-0.0000654134	ESN	HG03198
0.035029	-0.00535959	-0.0000313098	ESN	HG03199
0.0349077	-0.00601409	0.000105141	ESN	HG03202
0.0349846	-0.00582854	0.00198678	MSL	HG03209
0.0349097	-0.00598997	0.000711828	MSL	HG03212
0.034843	-0.0061376	0.000604991	MSL	HG03224
0.0350981	-0.00565219	0.000235434	MSL	HG03225
-0.00999796	0.00690278	-0.0303227	PJL	HG03228
-0.00999558	0.00744319	-0.0287653	PJL	HG03229
-0.00985425	0.0123926	-0.0220117	PJL	HG03234
-0.00999864	0.0120869	-0.0242784	PJL	HG03235
-0.00957669	0.0138308	-0.0226979	PJL	HG03237
-0.0096418	0.0150229	-0.0207263	PJL	HG03238
0.0345765	-0.00558223	-0.000160115	GWD	HG03240
0.0349162	-0.00568474	0.000415742	GWD	HG03241
0.0338556	-0.0046544	-0.000527849	GWD	HG03246
0.0342449	-0.00496455	-0.000759515	GWD	HG03247
0.0341491	-0.00540222	0.000466209	GWD	HG03258
0.0339953	-0.00524482	0.000275213	GWD	HG03259
0.0354268	-0.00550033	0.00059564	ESN	HG03265
0.0348515	-0.0058269	0.00116155	ESN	HG03267
0.0349402	-0.00588359	0.000272403	ESN	HG03268
0.0354041	-0.00604895	0.000181496	ESN	HG03270
0.0352957	-0.00568597	0.000495576	ESN	HG03271
0.0347543	-0.00573011	-0.000327628	ESN	HG03279
0.0351672	-0.00553471	0.000309043	ESN	HG03280
0.0350411	-0.00577679	0.000917031	ESN	HG03291
0.0351083	-0.00614997	0.0000601719	ESN	HG03294
0.0352258	-0.00568321	0.0000271675	ESN	HG03295
0.0356625	-0.00547866	0.000662272	ESN	HG03297
0.0349766	-0.00581657	0.0000241195	ESN	HG03298
0.0350768	-0.00606448	0.00094758	ESN	HG03300
0.0354225	-0.00591234	0.000511779	ESN	HG03301
0.0351465	-0.00574793	-0.000596626	ESN	HG03303
0.0348078	-0.00557738	0.000857513	ESN	HG03304
0.0351647	-0.00572844	-0.000166459	ESN	HG03311
0.0349399	-0.00572188	0.000465745	ESN	HG03313
0.0352655	-0.00597922	-0.000271604	ESN	HG03342
0.0351865	-0.00560377	0.0000181517	ESN	HG03343
0.0354288	-0.00552299	0.000115201	ESN	HG03351
0.035369	-0.0053645	0.000446485	ESN	HG03352
0.0350241	-0.00607611	0.000550107	ESN	HG03354
0.0350618	-0.00579758	-0.00000862161	ESN	HG03363
0.0354492	-0.00604437	0.000891043	ESN	HG03366
0.0352297	-0.00585994	0.000684208	ESN	HG03367
0.0349243	-0.00579228	-0.0000832546	ESN	HG03369
0.0354067	-0.00591609	-0.0000287385	ESN	HG03370
0.0351758	-0.00589903	0.000333447	ESN	HG03372
0.0350292	-0.00526293	-0.000516177	MSL	HG03376
0.035008	-0.00533442	-0.000662028	MSL	HG03378
0.0351052	-0.00596994	0.000232506	MSL	HG03380
0.0346895	-0.00577482	0.0004563	MSL	HG03382
0.0348027	-0.0060014	-0.000254897	MSL	HG03385
0.0347221	-0.00622159	0.000248125	MSL	HG03388
0.0349638	-0.00563832	-0.000250583	MSL	HG03391
0.0352764	-0.00563004	-0.000445645	MSL	HG03394
0.034964	-0.00572015	0.00102749	MSL	HG03397
0.0348706	-0.00553853	0.000469536	MSL	HG03401
0.0350525	-0.00566033	-0.000302077	MSL	HG03410
0.0349001	-0.00582702	0.000384542	MSL	HG03419
0.034642	-0.00590737	-0.000083288	MSL	HG03428
0.0352378	-0.00569437	0.000142816	MSL	HG03432
0.0354067	-0.00605758	-0.0000887389	MSL	HG03433
0.0348703	-0.00553036	0.000919693	MSL	HG03436
0.0350326	-0.0057386	-0.0000106291	MSL	HG03437
0.0347955	-0.00599844	0.000625808	MSL	HG03439
0.0346235	-0.00571261	-0.000185205	MSL	HG03442
0.0350139	-0.00588479	0.00096315	MSL	HG03445
0.0352069	-0.00549488	0.00048925	MSL	HG03446
0.0348399	-0.00528871	0.00139651	MSL	HG03449
0.0350307	-0.00579321	0.00126286	MSL	HG03451
0.0347567	-0.00585912	-0.000234254	MSL	HG03452
0.0350606	-0.00619636	0.00136935	MSL	HG03455
0.0351542	-0.00565397	0.000765021	MSL	HG03457
0.0348062	-0.00555893	-0.000192672	MSL	HG03458
0.0351359	-0.00591323	0.000260163	MSL	HG03460
0.035027	-0.00578249	0.000204643	MSL	HG03461
0.0351416	-0.0058285	0.000645563	MSL	HG03464
0.0351592	-0.00540467	0.0000835636	MSL	HG03469
0.0349281	-0.00594854	0.000743733	MSL	HG03470
0.0351645	-0.00550393	-0.000183853	MSL	HG03472
0.0350588	-0.00588774	0.000222857	MSL	HG03473
0.0347531	-0.00577322	-0.000140432	MSL	HG03476
0.0349778	-0.00600906	0.0000693559	MSL	HG03478
0.035216	-0.00553877	0.000445768	MSL	HG03479
0.0348309	-0.00614169	0.000419789	MSL	HG03484
0.0348281	-0.00553883	0.00105886	MSL	HG03485
-0.010315	0.0108602	-0.0245472	PJL	HG03488
-0.0102893	0.0122652	-0.0218559	PJL	HG03490
-0.0100226	0.00759026	-0.029443	PJL	HG03491
0.0352769	-0.00579918	0.00129338	ESN	HG03499
0.0351034	-0.00518509	-0.0000104596	ESN	HG03511
0.0351169	-0.00560514	0.00127951	ESN	HG03514
0.035142	-0.00566818	0.000151757	ESN	HG03515
0.0353692	-0.00552664	0.00118019	ESN	HG03517
0.0351326	-0.0063541	-0.000501154	ESN	HG03518
0.0350826	-0.00626191	0.000780329	ESN	HG03520
0.0348355	-0.00578363	0.000386392	ESN	HG03521
0.0340537	-0.00513653	-0.00000822211	GWD	HG03538
0.0324395	-0.00411576	0.000562191	GWD	HG03539
0.0349055	-0.00595653	0.000841612	MSL	HG03547
0.0349585	-0.00551035	0.000727637	MSL	HG03548
0.0351283	-0.00585122	0.000398761	MSL	HG03556
0.0352213	-0.00600562	0.00113281	MSL	HG03557
0.0353362	-0.00572346	0.000622244	MSL	HG03558
0.0348942	-0.0054336	-0.000294661	MSL	HG03559
0.0351056	-0.00590383	-0.00027601	MSL	HG03563
0.0345081	-0.00599067	-0.000291742	MSL	HG03565
0.0350262	-0.00568038	0.00110586	MSL	HG03567
0.0351029	-0.00553847	0.00040452	MSL	HG03571
0.0349258	-0.00583952	0.00116751	MSL	HG03572
0.0347107	-0.00558403	0.00108669	MSL	HG03575
0.0350671	-0.00585314	-0.0000582937	MSL	HG03577
0.0347937	-0.00529865	0.000130786	MSL	HG03578
0.0348148	-0.00581276	0.000990758	MSL	HG03583
-0.0107532	0.00263056	-0.0272425	BEB	HG03585
-0.0105582	0.00289205	-0.0308585	BEB	HG03589
-0.010999	0.00304919	-0.0279322	BEB	HG03593
-0.0107124	0.00184729	-0.0291384	BEB	HG03594
-0.0111322	0.00259005	-0.0261616	BEB	HG03595
-0.0108645	0.00252624	-0.02846	BEB	HG03598
-0.0106521	0.0042641	-0.0349602	BEB	HG03600
-0.0110434	0.00154572	-0.0299523	BEB	HG03603
-0.0111899	0.00284877	-0.0302858	BEB	HG03604
-0.011186	0.00206687	-0.0285503	BEB	HG03607
-0.0108331	0.00217508	-0.0272775	BEB	HG03611
-0.0108237	0.00278114	-0.028453	BEB	HG03615
-0.0104925	0.00314007	-0.0283499	BEB	HG03616
-0.00970679	0.0150767	-0.0184176	PJL	HG03619
-0.00977793	0.0140289	-0.022321	PJL	HG03624
-0.0098063	0.0146707	-0.0206416	PJL	HG03625
-0.00967568	0.0121925	-0.0224486	PJL	HG03629
-0.0102133	0.0109602	-0.0247261	PJL	HG03631
-0.00961394	0.0127983	-0.0225968	PJL	HG03634
-0.0105657	0.0109723	-0.0243096	PJL	HG03636
-0.00998574	0.00639553	-0.0316991	PJL	HG03640
-0.00990136	0.00448198	-0.0350828	STU	HG03642
-0.0100614	0.0058056	-0.032859	STU	HG03643
-0.00981333	0.00565716	-0.0324742	STU	HG03644
-0.0103105	0.00496853	-0.0335217	STU	HG03645
-0.00974766	0.00562204	-0.0335248	STU	HG03646
-0.00974693	0.00957015	-0.0241109	PJL	HG03649
-0.0102307	0.00823999	-0.0279568	PJL	HG03652
-0.00997342	0.00920669	-0.027536	PJL	HG03653
-0.0107143	0.00663529	-0.0298762	PJL	HG03660
-0.0107409	0.0056616	-0.0322784	PJL	HG03663
-0.0101798	0.00527053	-0.0333787	PJL	HG03667
-0.00993481	0.00937869	-0.0262036	PJL	HG03668
-0.0100124	0.00701144	-0.0341859	STU	HG03672
-0.0100122	0.00628732	-0.0317364	STU	HG03673
-0.00995439	0.00632921	-0.032622	STU	HG03679
-0.0101357	0.00604018	-0.0340105	STU	HG03680
-0.00987338	0.00622259	-0.0337904	STU	HG03681
-0.00989555	0.00284156	-0.0360375	STU	HG03684
-0.00986605	0.00549204	-0.0337349	STU	HG03685
-0.0104122	0.00421205	-0.0352945	STU	HG03686
-0.00978635	0.00587911	-0.0341031	STU	HG03687
-0.00997715	0.00609199	-0.0337511	STU	HG03689
-0.0101883	0.006112	-0.0330069	STU	HG03690
-0.0101293	0.00388878	-0.0337773	STU	HG03691
-0.0100346	0.00452438	-0.0349255	STU	HG03692
-0.0102476	0.00466006	-0.0335153	STU	HG03693
-0.0103708	0.00702223	-0.0257443	STU	HG03694
-0.0101349	0.00548248	-0.0324033	STU	HG03695
-0.0101877	0.00616784	-0.0333218	STU	HG03696
-0.0101407	0.00562372	-0.0331541	STU	HG03697
-0.0102911	0.00613877	-0.0311801	STU	HG03698
-0.0103695	0.00745731	-0.0297351	PJL	HG03702
-0.0105837	0.0082298	-0.0286791	PJL	HG03703
-0.0105637	0.00646574	-0.0312939	PJL	HG03705
-0.0104805	0.00788168	-0.0312698	PJL	HG03706
-0.010313	0.00889935	-0.0262212	PJL	HG03708
-0.0105047	0.00754287	-0.0290423	PJL	HG03709
-0.00993433	0.0066206	-0.0335266	STU	HG03711
-0.00996219	0.00948078	-0.02678	ITU	HG03713
-0.0100269	0.00973113	-0.026844	ITU	HG03714
-0.00993905	0.0102099	-0.026071	ITU	HG03716
-0.0101646	0.00553647	-0.0372292	ITU	HG03717
-0.0102769	0.00522955	-0.0372265	ITU	HG03718
-0.0101883	0.00484041	-0.033166	ITU	HG03720
-0.00961929	0.00515609	-0.0354563	ITU	HG03722
-0.010136	0.00709954	-0.0320136	ITU	HG03727
-0.0100236	0.00662462	-0.0338987	ITU	HG03729
-0.010347	0.002565	-0.0372218	ITU	HG03730
-0.00984848	0.00737737	-0.0331191	ITU	HG03731
-0.00989754	0.00633994	-0.0362937	STU	HG03733
-0.0100188	0.0057198	-0.0334896	STU	HG03736
-0.0101286	0.00710338	-0.0331881	STU	HG03738
-0.0102629	0.00570355	-0.0345054	STU	HG03740
-0.0100312	0.00518794	-0.0340009	STU	HG03741
-0.0100803	0.00544182	-0.0332492	ITU	HG03742
-0.00993195	0.00231174	-0.0374818	STU	HG03743
-0.0104923	0.00508728	-0.0328347	STU	HG03744
-0.0100559	0.00614791	-0.0328714	STU	HG03745
-0.0100544	0.00980746	-0.0264641	STU	HG03746
-0.00960839	0.00597872	-0.0330486	STU	HG03750
-0.00997332	0.0067713	-0.0327816	STU	HG03752
-0.00998399	0.00551268	-0.0320573	STU	HG03753
-0.00945918	0.00599662	-0.0329191	STU	HG03754
-0.00981605	0.00569264	-0.0327947	STU	HG03755
-0.0100633	0.00638262	-0.0326726	STU	HG03756
-0.0101863	0.00290598	-0.0362507	STU	HG03757
-0.0100674	0.00581392	-0.0330131	STU	HG03760
-0.00998796	0.00676743	-0.0309646	PJL	HG03762
-0.00995449	0.0116373	-0.0246869	PJL	HG03765
-0.00977657	0.0154957	-0.020026	PJL	HG03767
-0.0102781	0.00306179	-0.033212	ITU	HG03770
-0.0103427	0.00417417	-0.0346056	ITU	HG03771
-0.0101909	0.00497586	-0.0384198	ITU	HG03772
-0.0103835	0.00543573	-0.0392655	ITU	HG03773
-0.0101578	0.0075664	-0.0332318	ITU	HG03774
-0.00977922	0.00660932	-0.0330286	ITU	HG03775
-0.0100604	0.00704064	-0.0329737	ITU	HG03777
-0.0103366	0.00520333	-0.0330412	ITU	HG03778
-0.00989353	0.00575125	-0.0336953	ITU	HG03779
-0.0101807	0.00768996	-0.0340604	ITU	HG03780
-0.0101669	0.00593423	-0.0324643	ITU	HG03781
-0.00970968	0.00714513	-0.0326946	ITU	HG03782
-0.0103127	0.00542636	-0.0376147	ITU	HG03784
-0.0103009	0.00482294	-0.038435	ITU	HG03785
-0.0102659	0.00563856	-0.0380556	ITU	HG03786
-0.0101547	0.00469422	-0.034311	ITU	HG03787
-0.0098547	0.00730895	-0.0310476	ITU	HG03788
-0.0101836	0.00832397	-0.0283954	ITU	HG03789
-0.00972594	0.00781881	-0.0326607	ITU	HG03790
-0.0100761	0.00704207	-0.0321236	ITU	HG03792
-0.0108982	0.00342871	-0.0302286	BEB	HG03793
-0.0111157	-0.000160069	-0.0272701	BEB	HG03796
-0.0112055	-0.000856929	-0.0290046	BEB	HG03800
-0.010753	0.00329633	-0.030082	BEB	HG03802
-0.0106985	0.00351156	-0.0283354	BEB	HG03803
-0.0109714	0.00271835	-0.0284444	BEB	HG03805
-0.0112363	0.00190435	-0.0260031	BEB	HG03808
-0.0106669	0.00284718	-0.0278263	BEB	HG03809
-0.011329	0.00174993	-0.0285055	BEB	HG03812
-0.0114752	0.00149343	-0.0293014	BEB	HG03814
-0.0108569	0.00222	-0.0268287	BEB	HG03815
-0.0112594	0.003052	-0.0287707	BEB	HG03817
-0.0107293	0.00316059	-0.0292571	BEB	HG03821
-0.0112022	0.00288388	-0.0291481	BEB	HG03823
